game,event,timestamp,confidence,video
bf2,menu,75.0,0.9968118362594396,complete.mp4
bf2,ag,80.0,0.9999954024024191,complete.mp4
bf2,loadout,94.0,0.8826090395450592,complete.mp4
bf2,spawn_troop,126.18,0.9953423142433167,complete.mp4
bf2,kill_brc,164.20,0.996173083782196,complete.mp4
bf2,kill_sgt,165.4,0.9900150299072266,complete.mp4
bf2,kill_brc,169.8,0.9959366321563721,complete.mp4
bf2,kill_sgt,169.24,0.9935279488563538,complete.mp4
bf2,death,173.27,0.9461004845798016,complete.mp4
bf2,loadout,175.0,0.8174357265233994,complete.mp4
bf2,spawn_troop,182.26,0.9914950728416443,complete.mp4
bf2,kill_sgt,220.11,0.9931452870368958,complete.mp4
bf2,death,258.3,0.9245694130659103,complete.mp4
bf2,loadout,258.20,0.8760731741786003,complete.mp4
bf2,spawn_troop,272.21,0.9908087849617004,complete.mp4
bf2,death,339.8,0.9971809997223318,complete.mp4
bf2,loadout,340.0,0.8213133811950684,complete.mp4
bf2,spawn_troop,347.28,0.9922241568565369,complete.mp4
bf2,kill_brc,369.17,0.9966983795166016,complete.mp4
bf2,kill_sgt,375.2,0.9926356673240662,complete.mp4
bf2,death,377.28,0.999960573088174,complete.mp4
bf2,loadout,379.10,0.9363708943128586,complete.mp4
bf2,spawn_troop,388.14,0.9917528629302979,complete.mp4
bf2,death,392.12,0.9899007929489017,complete.mp4
bf2,loadout,393.0,0.8376915454864502,complete.mp4
bf2,spawn_troop,401.1,0.9935231804847717,complete.mp4
bf2,death,415.29,0.9020068347454071,complete.mp4
bf2,loadout,416.20,0.8638635724782944,complete.mp4
bf2,spawn_troop,424.12,0.9907490611076355,complete.mp4
bf2,kill_brc,434.10,0.995551586151123,complete.mp4
bf2,kill_sgt,434.18,0.9903887510299683,complete.mp4
bf2,kill_sgt,436.19,0.998022735118866,complete.mp4
bf2,death,444.18,0.9172552600502968,complete.mp4
bf2,loadout,445.20,0.8467758744955063,complete.mp4
bf2,spawn_troop,453.5,0.9914435148239136,complete.mp4
bf2,kill_brc,484.13,0.9952542185783386,complete.mp4
bf2,kill_sgt,484.27,0.9916245937347412,complete.mp4
bf2,kill_brc,506.4,0.995864748954773,complete.mp4
bf2,kill_sgt,506.18,0.9929438829421997,complete.mp4
bf2,death,528.24,0.9943993603810668,complete.mp4
bf2,loadout,529.20,0.8197893500328064,complete.mp4
bf2,spawn_troop,537.15,0.9916146397590637,complete.mp4
bf2,kill_brc,564.15,0.9956110715866089,complete.mp4
bf2,kill_sgt,564.29,0.9916577935218811,complete.mp4
bf2,death,588.14,0.9147612228989601,complete.mp4
bf2,loadout,589.10,0.9379766322672367,complete.mp4
bf2,defeat,596.20,0.9776653572916985,complete.mp4
bf2,podium,613.29,0.9250951930880547,complete.mp4
bf2,match_end,618.21,0.90579704195261,complete.mp4
bf2,loadout,673.10,0.9239217936992645,complete.mp4
