game,event,timestamp,confidence,video
bf2,menu,00:01:15:00,0.9968118362594396,complete
bf2,ag,00:01:20:00,0.9999954024024191,complete
bf2,loadout,00:01:34:00,0.8826090395450592,complete
bf2,spawn_troop,00:02:06:18,0.9953423142433167,complete
bf2,kill_brc,00:02:44:20,0.996173083782196,complete
bf2,kill_sgt,00:02:45:04,0.9900150299072266,complete
bf2,kill_brc,00:02:49:08,0.9959366321563721,complete
bf2,kill_sgt,00:02:49:24,0.9935279488563538,complete
bf2,death,00:02:53:27,0.9461004845798016,complete
bf2,loadout,00:02:55:00,0.8174357265233994,complete
bf2,spawn_troop,00:03:02:26,0.9914950728416443,complete
bf2,kill_sgt,00:03:40:11,0.9931452870368958,complete
bf2,loadout,00:03:46:20,0.8194615393877029,complete
bf2,spawn_troop,00:03:59:22,0.9997543692588806,complete
bf2,death,00:04:18:03,0.9245694130659103,complete
bf2,loadout,00:04:18:20,0.8760731741786003,complete
bf2,spawn_troop,00:04:32:21,0.9908087849617004,complete
bf2,death,00:05:39:08,0.9971809997223318,complete
bf2,loadout,00:05:40:00,0.8213133811950684,complete
bf2,spawn_troop,00:05:47:28,0.9922241568565369,complete
bf2,kill_brc,00:06:09:17,0.9966983795166016,complete
bf2,kill_sgt,00:06:15:02,0.9926356673240662,complete
bf2,death,00:06:17:28,0.999960573088174,complete
bf2,loadout,00:06:19:10,0.9363708943128586,complete
bf2,spawn_troop,00:06:28:14,0.9917528629302979,complete
bf2,death,00:06:32:12,0.9899007929489017,complete
bf2,loadout,00:06:33:00,0.8376915454864502,complete
bf2,spawn_troop,00:06:41:01,0.9935231804847717,complete
bf2,vaincu,00:06:54:02,0.9797787945717573,complete
bf2,loadout,00:06:56:20,0.8638635724782944,complete
bf2,spawn_troop,00:07:04:12,0.9907490611076355,complete
bf2,kill_brc,00:07:14:10,0.995551586151123,complete
bf2,kill_sgt,00:07:14:18,0.9903887510299683,complete
bf2,kill_sgt,00:07:16:19,0.998022735118866,complete
bf2,death,00:07:24:18,0.9172552600502968,complete
bf2,loadout,00:07:25:20,0.8467758744955063,complete
bf2,spawn_troop,00:07:33:05,0.9914435148239136,complete
bf2,kill_brc,00:08:04:13,0.9952542185783386,complete
bf2,kill_sgt,00:08:04:27,0.9916245937347412,complete
bf2,kill_brc,00:08:26:04,0.995864748954773,complete
bf2,kill_sgt,00:08:26:18,0.9929438829421997,complete
bf2,death,00:08:48:24,0.9943993603810668,complete
bf2,loadout,00:08:49:20,0.8197893500328064,complete
bf2,spawn_troop,00:08:57:15,0.9916146397590637,complete
bf2,kill_brc,00:09:24:15,0.9956110715866089,complete
bf2,kill_sgt,00:09:24:29,0.9916577935218811,complete
bf2,death,00:09:48:14,0.9147612228989601,complete
bf2,loadout,00:09:49:10,0.9379766322672367,complete
bf2,defeat,00:09:56:00,0.9998208570759743,complete
bf2,podium,00:10:14:00,0.9661273434758186,complete
bf2,match_end,00:10:19:00,0.9851680276915431,complete
bf2,loadout,00:11:13:10,0.9239217936992645,complete
