game,event,timestamp,confidence,video
bf2,main_menu,00:00:57:10,0.995,2025-06-15 15-39-57
bf2,ag,00:01:53:10,1.0,2025-06-15 15-39-57
bf2,loadout,00:02:07:20,0.922,2025-06-15 15-39-57
bf2,spawn_troop,00:02:13:20,1.0,2025-06-15 15-39-57
bf2,assault,00:02:13:21,1.0,2025-06-15 15-39-57
bf2,loadout,00:02:25:10,0.826,2025-06-15 15-39-57
bf2,spawn_troop,00:02:30:19,0.9919999837875366,2025-06-15 15-39-57
bf2,heavy,00:02:30:21,0.99,2025-06-15 15-39-57
bf2,defeat,00:02:35:00,0.919,2025-06-15 15-39-57
bf2,podium,00:02:54:00,0.998,2025-06-15 15-39-57
bf2,match_end,00:02:58:00,1.0,2025-06-15 15-39-57
bf2,loadout,00:03:12:20,0.924,2025-06-15 15-39-57
bf2,spawn_troop,00:04:04:15,0.9959999918937683,2025-06-15 15-39-57
bf2,officer,00:04:04:17,1.0,2025-06-15 15-39-57
bf2,game_menu,00:04:14:01,0.988,2025-06-15 15-39-57
bf2,spawn_troop,00:04:15:14,1.0,2025-06-15 15-39-57
bf2,officer,00:04:15:15,1.0,2025-06-15 15-39-57
bf2,game_menu,00:04:15:16,0.998,2025-06-15 15-39-57
bf2,spawn_troop,00:04:15:17,1.0,2025-06-15 15-39-57
bf2,officer,00:04:15:18,1.0,2025-06-15 15-39-57
bf2,loadout,00:04:19:00,0.864,2025-06-15 15-39-57
bf2,spawn_troop,00:04:26:08,0.9919999837875366,2025-06-15 15-39-57
bf2,sniper,00:04:26:15,0.995,2025-06-15 15-39-57
bf2,kill_brc,00:04:33:24,0.996999979019165,2025-06-15 15-39-57
bf2,death,00:04:36:21,0.936,2025-06-15 15-39-57
bf2,loadout,00:04:37:20,0.897,2025-06-15 15-39-57
bf2,spawn_troop,00:05:09:26,0.9929999709129333,2025-06-15 15-39-57
bf2,heavy,00:05:10:01,0.993,2025-06-15 15-39-57
bf2,kill_brc,00:05:22:24,0.9950000047683716,2025-06-15 15-39-57
