game,event,timestamp,confidence,video
bf2,main_menu,00:01:14:10,0.997,2025-06-13 17-35-18
bf2,ag,00:01:20:00,1.0,2025-06-13 17-35-18
bf2,loadout,00:01:34:00,0.883,2025-06-13 17-35-18
bf2,spawn_troop,00:02:06:18,0.9950000047683716,2025-06-13 17-35-18
bf2,heavy,00:02:06:20,0.999,2025-06-13 17-35-18
bf2,kill_brc,00:02:44:20,0.9959999918937683,2025-06-13 17-35-18
bf2,kill_sgt,00:02:45:04,0.9900000095367432,2025-06-13 17-35-18
bf2,kill_brc,00:02:49:08,0.9959999918937683,2025-06-13 17-35-18
bf2,kill_sgt,00:02:49:24,0.9940000176429749,2025-06-13 17-35-18
bf2,death,00:02:53:27,0.946,2025-06-13 17-35-18
bf2,loadout,00:02:55:00,0.817,2025-06-13 17-35-18
bf2,spawn_troop,00:03:02:26,0.9909999966621399,2025-06-13 17-35-18
bf2,heavy,00:03:03:01,0.992,2025-06-13 17-35-18
bf2,kill_sgt,00:03:40:11,0.9929999709129333,2025-06-13 17-35-18
bf2,loadout,00:03:46:20,0.819,2025-06-13 17-35-18
bf2,spawn_troop,00:03:59:22,1.0,2025-06-13 17-35-18
bf2,heavy,00:03:59:23,1.0,2025-06-13 17-35-18
bf2,death,00:04:18:03,0.925,2025-06-13 17-35-18
bf2,loadout,00:04:18:20,0.876,2025-06-13 17-35-18
bf2,spawn_troop,00:04:32:21,0.9909999966621399,2025-06-13 17-35-18
bf2,heavy,00:04:32:27,0.996,2025-06-13 17-35-18
bf2,death,00:05:39:08,0.997,2025-06-13 17-35-18
bf2,loadout,00:05:40:00,0.821,2025-06-13 17-35-18
bf2,spawn_troop,00:05:47:28,0.9919999837875366,2025-06-13 17-35-18
bf2,hero,00:05:47:29,0.992,2025-06-13 17-35-18
bf2,kill_brc,00:06:09:17,0.996999979019165,2025-06-13 17-35-18
bf2,kill_sgt,00:06:15:02,0.9929999709129333,2025-06-13 17-35-18
bf2,death,00:06:17:28,1.0,2025-06-13 17-35-18
bf2,loadout,00:06:19:10,0.936,2025-06-13 17-35-18
bf2,spawn_troop,00:06:28:14,0.9919999837875366,2025-06-13 17-35-18
bf2,heavy,00:06:28:20,0.996,2025-06-13 17-35-18
bf2,death,00:06:32:12,0.99,2025-06-13 17-35-18
bf2,loadout,00:06:33:00,0.838,2025-06-13 17-35-18
bf2,spawn_troop,00:06:41:01,0.9940000176429749,2025-06-13 17-35-18
bf2,heavy,00:06:41:20,0.992,2025-06-13 17-35-18
bf2,vaincu,00:06:54:02,0.98,2025-06-13 17-35-18
bf2,loadout,00:06:56:20,0.864,2025-06-13 17-35-18
bf2,spawn_troop,00:07:04:12,0.9909999966621399,2025-06-13 17-35-18
bf2,heavy,00:07:04:14,0.995,2025-06-13 17-35-18
bf2,kill_brc,00:07:14:10,0.9959999918937683,2025-06-13 17-35-18
bf2,kill_sgt,00:07:14:18,0.9900000095367432,2025-06-13 17-35-18
bf2,death,00:07:24:18,0.917,2025-06-13 17-35-18
bf2,loadout,00:07:25:20,0.847,2025-06-13 17-35-18
bf2,spawn_troop,00:07:33:05,0.9909999966621399,2025-06-13 17-35-18
bf2,heavy,00:07:33:10,0.993,2025-06-13 17-35-18
bf2,kill_brc,00:08:04:13,0.9950000047683716,2025-06-13 17-35-18
bf2,kill_sgt,00:08:04:27,0.9919999837875366,2025-06-13 17-35-18
bf2,kill_brc,00:08:26:04,0.9959999918937683,2025-06-13 17-35-18
bf2,kill_sgt,00:08:26:18,0.9929999709129333,2025-06-13 17-35-18
bf2,death,00:08:48:24,0.994,2025-06-13 17-35-18
bf2,loadout,00:08:49:20,0.82,2025-06-13 17-35-18
bf2,spawn_troop,00:08:57:15,0.9919999837875366,2025-06-13 17-35-18
bf2,hero,00:08:57:16,0.992,2025-06-13 17-35-18
bf2,kill_brc,00:09:24:15,0.9959999918937683,2025-06-13 17-35-18
bf2,kill_sgt,00:09:24:29,0.9919999837875366,2025-06-13 17-35-18
bf2,death,00:09:48:14,0.915,2025-06-13 17-35-18
bf2,loadout,00:09:49:10,0.938,2025-06-13 17-35-18
bf2,defeat,00:09:56:20,1.0,2025-06-13 17-35-18
bf2,podium,00:10:14:00,0.966,2025-06-13 17-35-18
bf2,match_end,00:10:19:00,0.985,2025-06-13 17-35-18
bf2,loadout,00:11:13:10,0.924,2025-06-13 17-35-18
